No,Unit'sName,Name1,Type1,P11,P21,P31,P41,P51,Tage1,Lev1,Crt1,Boost1,Detail1,Name2,Type2,P12,P22,P32,P42,P52,Tage2,Lev2,Crt2,Boost2,Detail2
881,風通者ジンソク,カンゼンナルセンプウ,風,風,風,,,,全体,大,,,,,,,,,,,,,,,
882,テンニ,フカンゼンナルセンコウ,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
883,光通者テンニ,カンゼンナルセンコウ,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
884,テンゲン,フカンゼンナルトコヤミ,闇,闇,闇,,,,全体,中,,,,ディスタントムーブ,闇,闇,闇,闇,闇,,単体,超特大,,,
885,闇通者テンゲン,カンゼンナルトコヤミ,闇,闇,闇,,,,全体,大,,,,サイ・ディスタントムーブ,闇,闇,闇,闇,闇,,単体,絶大,,,
886,タシン,フカンゼンナルゼツム,無,無,無,無,,,単体,特大,,,,,,,,,,,,,,,
887,無通者タシン,カンゼンナルゼツム,無,無,無,無,,,単体,超特大,,,,,,,,,,,,,,,
888,ルリ：初音ミク,アクア・シャウト,水,水,水,,,,全体,小,,,,,,,,,,,,,,,
889,シェイクスピア：初音ミク,アン・ハサウェイ,風,回,風,,,,回復,15%,,,,ハイテンペスト,風,風,風,,,,単体,中,,,
890,扉の君,無の鼓動,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
891,闇の翼,闇の鼓動,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
892,光の翼,光の鼓動,光,光,光,無,闇,闇,単体,超絶大,,,,,,,,,,,,,,,
893,扉の君：完全体,無の波動,無,無,無,,,,単体,大,,,,黄昏の審判,無,光,光,無,闇,闇,単体,超絶大,,,
894,炎咎甲士アカネ,イグナイト：リート,炎,炎,炎,,,,単体,大,,,,フレアリィ・エルプション,炎,炎,炎,炎,炎,炎,全体,超絶大,,,
895,水咎刀士アオト,ワダツミ：ディーネ,水,水,水,,,,単体,大,,,,メメント・ブルー,水,回,回,水,水,,回復,50%,,,
896,風咎棍士ミドリ,シル：フォンシェン,風,風,風,,,,全体,大,,,,メルヘンペイン・ステージ,闇,闇,闇,,,,単体,大,,,
897,光妖精王ヒカリ,リュミエール：ウィスプ,光,光,光,,,,単体,大,,,,ビューティ・ビューティ,光,回,回,,,,全体,大,,,
898,闇魔女王ユカリ,アビス：シャドウ,闇,闇,闇,闇,,,単体,超特大,,,,,,,,,,,,,,,
899,無英斧士ギンジ,ヤシャヒメ：ゼロ,無,無,無,,,,単体,大,,,,インフィニティ・リバース,無,炎,水,風,光,闇,単体,超絶大,,,
900,炎の聖石,オメガ・フレア,炎,炎,炎,炎,炎,炎,全体,大,,,,,,,,,,,,,,,
901,水の聖石,オメガ・アクア,水,水,水,水,水,水,全体,大,,,,,,,,,,,,,,,
902,風の聖石,オメガ・ウィンド,風,風,風,風,風,風,全体,特大,,,,,,,,,,,,,,,
903,光の聖石,オメガ・ライト,光,光,光,光,光,光,全体,大,,,,,,,,,,,,,,,
904,闇の聖石,オメガ・ダーク,闇,闇,闇,闇,闇,闇,全体,特大,,,,,,,,,,,,,,,
905,無の聖石,オメガ・ノーン,無,無,無,無,無,無,全体,大,,,,,,,,,,,,,,,
906,牧瀬紅莉栖：私服,ツンデレじゃないっ,炎,炎,炎,,,,単体,大,,,,一言もいっとらんわ,炎,炎,炎,炎,炎,炎,全体,超特大,,,
907,マユシィ・ニャンニャン,お決まりですかニャー,水,水,水,,,,全体,中,,,,泣いてない、もん,水,回,回,水,,,回復,30%,,,
908,阿万音鈴羽：私服,あたしはもう戦士だってば,風,風,風,,,,全体,大,,,,キミって、いいやつだね,風,回,回,風,,,回復,25%,,,
909,秋葉留未穂：私服,もの凄い秘密、教えようか,光,光,光,,,,単体,大,,,,,,,,,,,,,,,
910,漆原るか：私服,キュートだなんて、そんな,無,無,無,,,,単体,特大,,,,清心斬魔流のおかげです,無,無,無,無,無,無,全体,特大,,,
911,鳳凰院クロト,そのような議論は不毛,闇,闇,闇,,,,単体,大,,,,それが選択だというのなら,闇,闇,闇,闇,闇,,全体,特大,,,
912,橋田至：水着,凸せざるを得ないだろ常考,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
913,桐生萌郁：私服,心配かけて、ごめんなさい,闇,闇,闇,,,,単体,大,,,,楽しそう、だったから,闇,闇,闇,光,光,,全体,超絶大,,,
914,メタルうーぱ：レインボー,レインボーうーぱんち,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
915,クランチ,ファイア・チューン,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
916,炎調者クランチ,ドライブ,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
917,コーラス,アクア・チューン,水,回,水,,,,回復,15%,,,,アクアボール,水,水,水,,,,単体,小,,,
918,水調者コーラス,デプス,水,回,水,,,,回復,20%,,,,セレスアクアラア,水,水,水,,,,単体,中,,,
919,フランジャ,ウィンド・チューン,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
920,風調者フランジャ,リジェン,風,風,風,,,,単体,大,,,,,,,,,,,,,,,
921,フェイザ,ライト・チューン,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
922,光調者フェイザ,レゾナス,光,光,光,,,,単体,大,,,,,,,,,,,,,,,
923,ファズ,ダーク・チューン,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
924,闇調者ファズ,ゲイン,闇,闇,闇,,,,単体,大,,,,,,,,,,,,,,,
925,ディレイ,ノーン・チューン,無,回,無,,,,回復,12%,,,,ノーンボール,無,無,無,,,,単体,小,,,
926,無調者ディレイ,リピート,無,回,無,,,,回復,18%,,,,セレスノーンラア,無,無,無,,,,単体,中,,,
927,ヒカリ：ハロウィン,リュミエール：ウィスプ,光,光,光,,,,単体,大,,,,ハロウィンクレープ,闇,闇,闇,,,,回復,10%,,,
928,竜ヶ峰帝人,喧嘩はやめてえ,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
929,ダラーズ・竜ヶ峰帝人,無茶苦茶だ！,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
930,紀田正臣,彼女、俺に惚れたな！,光,光,光,,,,全体,小,,,,,,,,,,,,,,,
931,黄巾賊・紀田正臣,待ってる女がいるんだ,光,光,光,,,,全体,中,,,,,,,,,,,,,,,
932,園原杏里,寄生虫ですから,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
933,罪歌・園原杏里,妖刀・罪歌,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
934,折原臨也,日常を楽しみたまえ,無,無,無,,,,単体,小,,,,てか君の話飽きた,無,無,無,無,,,単体,特大,,,
935,情報屋・折原臨也,折りたたみナイフ,無,無,,,,,単体,小,,,,妖怪カマイタチ参上,無,無,無,無,,,単体,超特大,,,
936,平和島静雄,標識投げ,風,風,風,風,,,単体,特大,,,,なんじゃそりゃあああ！,風,炎,水,光,闇,,全体,絶大,,,
937,取り立て屋・平和島静雄,ポスト投げ,風,風,風,風,,,単体,超特大,,,,ここは俺に任せて先に行け,風,炎,水,光,闇,,全体,超絶大,,,
938,岸谷新羅,インドア派,闇,回,回,,,,単体,小,,,,,,,,,,,,,,,
939,闇医者・岸谷新羅,微笑みのメス,闇,回,回,,,,単体,中,,,,,,,,,,,,,,,
940,ダラーズぼん,メール送信だぼん,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
941,黄巾賊ぼん,ナンパに行くぼん,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
942,罪歌ぼん,罪歌の子、集まれぼん,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
943,情報屋ぼん,人間LOVEだぼん,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
944,取り立て屋ぼん,暴力は嫌いだぼん,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
945,闇医者ぼん,誠心誠意、治療するぼん,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
946,首なしライダー,愛馬・シューター,無,無,回,,,,単体,小,,,,,,,,,,,,,,,
947,セルティ・ストゥルルソン,影の大鎌,無,無,回,,,,単体,中,,,,,,,,,,,,,,,
948,サイモン,ケンカダメダヨー,無,炎,水,風,光,闇,全体,超絶大,,,,,,,,,,,,,,,
949,サンタクローズ：平和島静雄,マッド・プレゼント,無,無,光,,,,単体,大,,,,ホワイトクリスマス,無,炎,風,光,,,全体,特大,,,
950,ケルビン,ケルビン・ニーキック,水,水,水,,,,単体,小,,,,無の超必殺技,無,無,無,無,,,単体,小,,,
951,水冷機ケルビン,ケルビン・メガニーキック,水,水,水,,,,単体,中,,,,無の究極必殺技,無,無,無,,,,単体,小,,,
952,ジュール,ジュール・デコピン,炎,炎,炎,,,,単体,小,,,,闇の超必殺技,闇,闇,闇,闇,,,単体,小,,,
953,炎熱機ジュール,ジュール・メガデコピン,炎,炎,炎,,,,単体,中,,,,闇の究極必殺技,闇,闇,闇,,,,単体,小,,,
954,デシベル,デシベル・ハック,無,無,無,,,,単体,小,,,,風の超必殺技,風,風,風,風,,,単体,小,,,
955,無音機デシベル,デシベル・メガハック,無,無,無,,,,単体,中,,,,風の究極必殺技,風,風,風,,,,単体,小,,,
956,ガル,ガル・ダッシュ,風,風,風,,,,単体,小,,,,光の超必殺技,光,光,光,光,,,単体,小,,,
957,風速機ガル,ガル・メガダッシュ,風,風,風,,,,単体,中,,,,光の究極必殺技,光,光,光,,,,単体,小,,,
958,テスラ,テスラ・ゲザー,闇,闇,闇,,,,単体,小,,,,炎の超必殺技,炎,炎,炎,炎,,,単体,小,,,
959,闇磁機テスラ,テスラ・メガゲザー,闇,闇,闇,,,,単体,中,,,,炎の究極必殺技,炎,炎,炎,,,,単体,小,,,
960,ルクス,ルクス・ピカッ,光,光,光,,,,単体,小,,,,水の超必殺技,水,水,水,水,,,単体,小,,,
961,光明機ルクス,ルクス・メガピカッ,光,光,光,,,,単体,中,,,,水の究極必殺技,水,水,水,,,,単体,小,,,
962,オリエンス,ウィンドミル,風,風,風,風,風,風,単体,絶大,,,,ドラマチック,風,回,回,回,回,回,全体,超特大,,,
963,東魔王オリエンス,コンプ・ウィンドミル,風,風,風,風,風,風,単体,超絶大,,,,ドラスチック,風,回,回,回,回,回,全体,絶大,,,
964,オベロン,ザ・ホール,闇,闇,闇,,,,単体,大,,,,オメガ・フィルス,光,光,無,無,,,全体,絶大,,,
965,堕精王オベロン,ザ・ホールネス,闇,闇,闇,,,,単体,特大,,,,ラグナ・フィルス,光,光,無,,,,全体,絶大,,,
966,レディ,ツバキ,炎,炎,炎,,,,単体,中,,,,灯火,炎,回,回,炎,,,回復,25%,,,
967,世界評議員レディ,ツバキ：弐式,炎,炎,炎,,,,単体,大,,,,焔火,炎,回,回,炎,,,回復,30%,,,
968,ディアブロ,マーラ,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
969,世界評議員ディアブロ,マーラ：セカンド,水,水,水,,,,単体,大,,,,,,,,,,,,,,,
970,マダナイ,ツメトギ,風,風,風,,,,単体,中,,,,ネコカブリ,風,回,回,回,,,回復,15%,,,
971,調停役マダナイ,トイダツメ,風,風,風,,,,単体,大,,,,ネコババ,風,回,回,,,,回復,15%,,,
972,ロビン,ポーレン,光,光,光,,,,単体,中,,,,ハートビート,光,回,回,回,回,,単体,特大,,,
973,世界評議員ロビン,セレスポーレン,光,光,光,,,,単体,大,,,,ハートフルビート,光,回,回,回,回,,全体,絶大,,,
974,ナーガ,ドラゴンヘッド,闇,闇,闇,,,,単体,中,,,,スネークテイル,闇,回,回,闇,,,回復,25%,,,
975,世界評議員ナーガ,ドラゴンヘッズ,闇,闇,闇,,,,単体,大,,,,スネークテイルズ,闇,回,回,闇,,,回復,30%,,,
976,スフィア,コスミック,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
977,監視役スフィア,コスミスティック,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
978,ボーム,ハート・マジック,光,回,回,,,,単体,小,,,,,,,,,,,,,,,
979,道化者ボーム,ハート・ステージ,光,回,回,,,,単体,中,,,,エンドレス・パレード,風,風,光,,,,単体,大,,,
980,一夏,これは想像以上にきつい,無,無,無,,,,単体,小,,,,仲間は俺が守る！,無,無,無,無,無,無,全体,特大,,,
981,一夏：白式,雪片弐型,無,無,無,,,,単体,中,,,,零落白夜,無,無,無,無,無,無,全体,絶大,,,
982,箒,あまりジロジロ見るな,炎,炎,炎,,,,単体,中,,,,そうかそうか！,炎,炎,炎,炎,炎,炎,回復,40%,,,
983,箒：紅椿,雨月・空裂,炎,炎,炎,,,,単体,大,,,,我未だ剣の道を知らず,炎,炎,炎,炎,炎,炎,回復,50%,,,
984,セシリア,完璧ですわ,水,水,水,水,,,全体,中,,,,,,,,,,,,,,,
985,セシリア：ＢＴ,ＢＴビット,水,水,水,水,,,全体,大,,,,,,,,,,,,,,,
986,鈴音,よし、殺そう,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
987,鈴音：甲龍,双天牙月,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
988,シャルロット,僕は強敵だよ,光,光,光,,,,全体,大,,,,,,,,,,,,,,,
989,シャルロット：ＲＲＣⅡ,レイン・オブ・サタディ,光,光,光,,,,全体,特大,,,,,,,,,,,,,,,
990,ラウラ,異論は認めん！,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
991,ラウラ：ＳＲ,大口径レールカノン,闇,闇,闇,,,,単体,大,,,,,,,,,,,,,,,
992,更識楯無,良いではないか,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
993,更識楯無：ＭＬ,蒼流旋,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
994,更識簪,一緒に戦いたいっ！,無,無,無,,,,単体,小,,,,大好きっ！,無,回,回,回,,,単体,中,,,
995,更識簪：打鉄弐式,夢現,無,無,無,,,,単体,中,,,,春雷,無,回,回,回,,,単体,大,,,
996,シルバリオ・ゴスペル,第二形態,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
997,黒騎士,腕部ガトリング,水,水,闇,,,,単体,大,,,,ランサービット,闇,闇,回,,,,全体,小,,,
998,箒ぼん,天誅ぼーん,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
999,セシリアぼん,踊るんだぼーん,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1000,鈴音ぼん,何か作ってあげるぼん,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1001,シャルロットぼん,覗いちゃダメだぼん,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
1002,ラウラぼん,嫁にしてやるぼん,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1003,一夏ぼん,全てを守るぼん,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
1004,悪戯神ロキ,ワールドペイン,無,無,無,,,,単体,特大,,,,レーヴァティン：リメイク,無,回,水,闇,,,全体,絶大,,,
1005,虹の聖石,オメガ・ノーン,無,無,無,無,無,無,全体,大,,,,オメガ・スペクトル,無,炎,水,風,光,闇,全体,超絶大,,,
1006,アプスタガール（仮）,行って！アプスタくん(仮),無,回,回,,,,回復,20%,,,,,,,,,,,,,,,
1007,エビル☆ディバイン,エビルカリパー,闇,闇,光,,,,単体,特大,,,,,,,,,,,,,,,
1008,アマイモン,ベルセルク,無,無,無,無,,,単体,特大,,,,,,,,,,,,,,,
1009,北魔王アマイモン,ベルセルク：ゴア,無,無,無,無,,,単体,超特大,,,,,,,,,,,,,,,
1010,クロウリー,ゲイズ,光,光,光,,,,単体,小,,,,ビリオンアイズ,光,光,光,光,光,光,全体,超特大,,,
1011,教祖クロウリー,ビリトル,光,光,,,,,単体,小,,,,トリリオンアイズ,光,光,光,光,光,光,全体,絶大,,,
1012,ライル≒ランスロット,レイク・キス,水,水,光,,,,単体,超特大,,,,カリブルヌス,水,回,回,,,,全体,超特大,,,
1013,聖叛者サンタクローズ,インフィニティドライバ,無,無,光,闇,,,単体,絶大,,,,,,,,,,,,,,,
1014,アイン,コード：F,炎,炎,炎,,,,単体,中,3%,,,フレイムピース,炎,炎,炎,炎,,,単体,特大,4%,,
1015,アイン：W09,コード：F',炎,炎,炎,,,,単体,大,3%,,,フレイムゴスペル,炎,炎,炎,炎,,,単体,超特大,4%,,
1016,ツヴァイ,コード：A,水,水,水,,,,単体,小,7%,,,アクアピース,水,水,水,水,水,,単体,超特大,13%,,
1017,ツヴァイ：X04,コード：A',水,水,水,,,,単体,中,7%,,,アクアゴスペル,水,水,水,水,水,,単体,絶大,13%,,
1018,ドライ,コード：W,風,風,風,,,,単体,小,7%,,,ウィンドピース,風,風,風,風,風,,単体,超特大,13%,,
1019,ドライ：A06,コード：W',風,風,風,,,,単体,中,7%,,,ウィンドゴスペル,風,風,風,風,風,,単体,絶大,13%,,
1020,フィア,コード：L,光,光,光,,,,単体,中,3%,,,ライトピース,光,光,光,光,,,単体,特大,4%,,
1021,フィア：E03,コード：L',光,光,光,,,,単体,大,3%,,,ライトゴスペル,光,光,光,光,,,単体,超特大,4%,,
1022,フュンフ,コード：D,闇,闇,闇,,,,単体,中,3%,,,ダークピース,闇,闇,闇,闇,,,単体,特大,4%,,
1023,フュンフ：L08,コード：D',闇,闇,闇,,,,単体,大,3%,,,ダークゴスペル,闇,闇,闇,闇,,,単体,超特大,4%,,
1024,ゼクス,コード：N,無,無,無,,,,単体,小,7%,,,ノーンピース,無,無,無,無,無,,単体,超特大,13%,,
1025,ゼクス：M07,コード：N',無,無,無,,,,単体,中,7%,,,ノーンゴスペル,無,無,無,無,無,,単体,絶大,13%,,
1026,炎の大聖石,ラグナ・フレア,炎,炎,炎,炎,炎,炎,全体,特大,,,,,,,,,,,,,,,
1027,水の大聖石,ラグナ・アクア,水,水,水,水,水,水,全体,超特大,,,,,,,,,,,,,,,
1028,風の大聖石,ラグナ・ウィンド,風,風,風,風,風,風,全体,絶大,,,,,,,,,,,,,,,
1029,光の大聖石,ラグナ・ライト,光,光,光,光,光,光,全体,超特大,,,,,,,,,,,,,,,
1030,闇の大聖石,ラグナ・ダーク,闇,闇,闇,闇,闇,闇,全体,絶大,,,,,,,,,,,,,,,
1031,無の大聖石,ラグナ・ノーン,無,無,無,無,無,無,全体,特大,,,,,,,,,,,,,,,
1032,虹の大聖石,ラグナ・ノーン,無,無,無,無,無,無,全体,特大,,,,ラグナ・スペクトル,無,炎,水,風,光,,全体,超絶大,,,
1033,衛宮士郎,ふざけるなっ,無,無,無,,,,単体,小,,,,簡単には死ねないっ,光,光,光,光,,,回復,15%,,,
1034,半人前の魔術師：衛宮士郎,材質補強ポスター,無,無,無,,,,単体,中,,,,お前みたいな奴にっ,光,光,光,,,,回復,15%,,,
1035,セイバー,私が行くっ,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
1036,剣士の英霊：セイバー,ここが貴様の死地だ,光,光,光,,,,単体,大,,,,,,,,,,,,,,,
1037,遠坂凛,なによそれっ,炎,炎,炎,,,,回復,10%,,,,,,,,,,,,,,,
1038,魔術師：遠坂凛,させるかっ,炎,炎,炎,,,,回復,15%,,,,,,,,,,,,,,,
1039,アーチャー,干将・莫耶,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
1040,弓兵の英霊：アーチャー,カラドボルグⅡ,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
1041,イリヤスフィール,初めまして,水,水,水,,,,全体,中,,,,あなたじゃ気が乗らないわ,風,風,風,風,,,回復,10%,,,
1042,狂戦士のマスター：イリヤ,じゃあ殺すね,水,水,水,,,,全体,大,,,,やっちゃえバーサーカー♪,風,風,風,,,,回復,10%,,,
1043,バーサーカー,巨大な斧剣で切り払う,風,風,風,風,風,,単体,超特大,,,,超怪力で蹴り飛ばす,水,水,水,,,,単体,中,,,
1044,狂戦士の英霊：バーサーカー,巨大な斧剣で叩き潰す,風,風,風,風,風,,単体,絶大,,,,超怪力で殴り倒す,水,水,水,,,,単体,大,,,
1045,間桐桜,起きてますか？,水,水,水,,,,回復,5%,,,,おはよう御座います,水,回,回,,,,回復,10%,,,
1046,世話好きの後輩：間桐桜,私に任せて下さい,水,水,水,,,,回復,10%,,,,お粗末様でした,水,回,回,,,,回復,15%,,,
1047,ライダー,鉄杭,闇,回,回,,,,単体,小,,,,,,,,,,,,,,,
1048,騎兵の英霊：ライダー,突き刺さる短剣,闇,回,回,,,,単体,中,,,,,,,,,,,,,,,
1049,魔術師の英霊：キャスター,精一杯足掻きなさい,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
1050,槍兵の英霊：ランサー,いいねぇそうこなくっちゃ,水,水,水,,,,単体,小,,,,ゲイ・ボルグ,水,水,水,水,水,水,全体,大,,,
1051,暗殺者の英霊：アサシン,愛用の長太刀,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
1052,アーチャーぼん,弓兵だぼん,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1053,ランサーぼん,槍兵だぼん,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1054,バーサーカーぼん,狂戦士だぼん,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1055,セイバーぼん,剣士だぼん,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
1056,ライダーぼん,騎兵だぼん,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1057,アサシンぼん,暗殺者だぼん,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
1058,聖王アーサー：セイバー,エクスカリバー：レプリカ,光,光,光,,,,全体,特大,,,,セイント・クラウン,光,光,光,光,光,,単体,絶大,,,
1059,ビアンカ,スタッカート,無,光,闇,,,,単体,中,,,,,,,,,,,,,,,
1060,裁断者ビアンカ,スタッカート：セカンド,無,光,闇,,,,単体,大,,,,,,,,,,,,,,,
1061,ネクロス,シザーズ,闇,闇,闇,,,,単体,小,,,,オペレーション,闇,炎,水,風,無,,単体,特大,44%,,
1062,死医者ネクロス,デス：シザーズ,闇,闇,闇,,,,単体,中,,,,オペレーションリヴァイブ,闇,炎,水,風,無,,全体,絶大,44%,,
1063,ダンテ,トリオ,炎,炎,炎,,,,単体,大,13%,,,,,,,,,,,,,,
1064,炎聖人ダンテ,トリオ：フォルテ,炎,炎,炎,,,,単体,特大,13%,,,,,,,,,,,,,,
1065,アオト：晴着,ハゴイタ：ディーネ,水,水,水,,,,全体,大,,,,キヨメノミズ,水,水,水,水,水,水,単体,絶大,31%,,
1066,［焔将］ナタル,さぁ、いくデスよ！,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1067,［火焔将］ナタル,これが闘う覚悟デス！,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
1068,［悪食王］クトゥール,ニャハハハハハ！,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
1069,［邪王］クトゥール,我が魂に恐怖せよッ！,水,水,水,,,,単体,大,,,,,,,,,,,,,,,
1070,［森王］キコリ,……ぽぷ？,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1071,［森守王］キコリ,……ぽぷ！,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
1072,［鉄王］宝条まゆ,そこをどいて貰います！,光,光,光,,,,単体,中,,,,我が生命尽きようとも！,光,光,光,光,,,単体,特大,,,
1073,［覇王］宝条まゆ,チョ〜ベリーバルカン！,光,光,光,,,,単体,大,,,,マジでKILLする5秒前！,光,光,光,光,,,単体,超特大,,,
1074,［処刑王］クロノ,地獄を！きさまに！,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1075,［帝王］クロノ,華麗に散れ！,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
1076,［業王］カルマ,?(｀ω´),闇,闇,闇,闇,,,単体,特大,,,,,,,,,,,,,,,
1077,［憐王］カルマ,(*｀Ａ´)/~~,闇,闇,闇,闇,,,単体,超特大,,,,,,,,,,,,,,,
1078,［竜神］デウス,さらばだ弱き者,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
1079,［龍神］デウス,さらばだ虚ろなる者,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
1080,［救世王］アルトリウス,正義こそ世を救う光！,光,光,光,,,,単体,中,,,,正義の光を世界に！,光,回,回,光,,,回復,25%,,,
1081,［饗王］イザナギ,さてコショーを少々,炎,炎,無,,,,単体,大,,,,,,,,,,,,,,,
1082,炎のドラ助,そいやっ！,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1083,水のドラ助,で、で、で、出たー！,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1084,風のドラ助,いっくよー！,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1085,光のドラ助,絶対帰還の名のもとに〜♪,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
1086,闇のドラ助,かかってこ〜い！,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1087,無のドラ助,うぉおおおお！！,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
1088,空,ハッタリ,無,無,無,,,,回復,12%,,,,イカサマ,無,無,無,無,無,,回復,30%,,,
1089,国王：空,ブラフ,無,無,無,,,,回復,18%,,,,アジテーション,無,無,無,無,無,無,回復,55%,,,
1090,白,ディスゲーム,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
1091,国王：白,ディスゲームⅡ,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
1092,ステファニー・ドーラ,ライトオブホープ,水,水,回,,,,単体,中,3%,,,,,,,,,,,,,,
1093,憂国の姫ステフ,ライトオブホープⅡ,水,水,回,,,,単体,大,3%,,,,,,,,,,,,,,
1094,ジブリール,天撃,光,光,光,,,,単体,中,,,,絶撃,光,光,光,光,光,光,単体,超特大,,,
1095,殺戮天使ジブリール,天撃Ⅱ,光,光,光,,,,単体,大,,,,絶撃Ⅱ,光,光,光,光,光,光,単体,絶大,,,
1096,クラミー・ツェル,裏切りの共謀,闇,闇,闇,闇,闇,,単体,超特大,44%,,,,,,,,,,,,,,
1097,共闘者クラミー,裏切りの共闘,闇,闇,闇,闇,闇,,単体,絶大,44%,,,,,,,,,,,,,,
1098,フィール・ニルヴァレン,デュアル・キャスト,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1099,六重術者フィール,ヘキサ・キャスト,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
1100,初瀬いづな,ジャンプ,炎,炎,炎,,,,単体,小,,,,めろめろガン,炎,炎,炎,炎,,,単体,特大,,,
1101,血壊個体いづな,二段ジャンプ,炎,炎,炎,,,,単体,大,,,,めろボム,炎,炎,炎,炎,,,単体,超特大,,,
1102,唯一神テト,ディスボード,無,無,無,,,,単体,特大,,,,,,,,,,,,,,,
1103,しろたん,……アッシェン、テ,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
1104,すてふたん,アッシェンテですわ！,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1105,じぶたん,アッシェンテでございます,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
1106,くらみたん,アッシェンテよ！,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1107,ふぃーたん,アッシェンテですよぉ〜,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1108,いづなたん,アッシェンテ、です！,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1109,ヨトゥン,メイルストロム,水,水,風,無,,,単体,超特大,,,,,,,,,,,,,,,
1110,水機兵ヨトゥン,ラグナ・メイルストロム,水,水,風,無,,,単体,絶大,,,,,,,,,,,,,,,
1111,イージス,アタックディフェンス,風,風,風,,,,単体,大,,,,,,,,,,,,,,,
1112,風聖人イージス,アサルトディフェンス,風,風,風,,,,単体,特大,,,,,,,,,,,,,,,
1113,メビウス：雪ミク／初音ミク,ループ・ループ,無,無,無,,,,単体,大,,,,メビウス・リング,無,無,無,無,,,全体,中,,,
